No.       IRAC1_mJy    Lum_Class Teff      RA          Dec         Av
52980  0.000322544       5    3958       166.69840      -77.349869     12.44
52983  0.000336929       5    3898       166.36792      -77.323029     12.21
53001    0.0134065       5    5629       166.22273      -77.489120      0.00
53018   0.00203863       5    5061       166.28580      -77.368927     22.09
53055   0.00261709       5    4533       166.27426      -77.404228     12.18
53067    0.0198517       5    6119       166.19569      -77.382851      6.75
53071  4.44888e-05       5    3493       166.29050      -77.369751     30.77
53077  0.000223690       5    3728       166.32803      -77.394127     11.60
53084   0.00743812       5    4852       166.96433      -77.494347      0.00
53086  0.000435551       5    4052       166.89827      -77.404266     15.02
53090  0.000220878       5    3505       166.79620      -77.426659     11.04
53092  0.000216297       5    3697       166.90373      -77.420677     12.15
53099  7.81346e-06       5    3776       166.65993      -77.409050     70.36
53117   0.00483838       5    4552       166.16985      -77.461075      1.89
53118   0.00396558       5    4678       166.20279      -77.440033      6.02
53126   0.00688402       5    5637       166.28377      -77.335144     11.36
53127   0.00462766       5    5753       166.40213      -77.441772     16.13
53131    0.0283646       5    6046       166.85248      -77.464874      0.00
53133   0.00427838       4    6158       166.90805      -77.367523     33.60
53156    0.0299078       5    6188       167.02006      -77.335777      0.00
53157  0.000154597       5    3507       166.69135      -77.353432     14.03
53165  0.000702776       5    3774       166.84297      -77.466011      0.00
53169  0.000827254       5    3757       166.60129      -77.295273      0.00
53180  0.000215589       5    4082       166.56845      -77.414597     26.70
53197  7.84606e-05       5    6006       166.39043      -77.424156     77.22
53199    0.0333706       5    6132       166.25131      -77.313026      0.00
53222  0.000469815       5    3818       166.65239      -77.482750      2.85
53226  0.000377342       5    3686       166.46539      -77.464752      7.51
53227  4.67051e-05       5    3845       166.39354      -77.364243     32.66
53242  0.000579170       5    4108       166.32738      -77.410240     15.46
53252  0.000556487       5    4801       166.68298      -77.461197     32.52
53263    0.0306186       5    6117       167.02318      -77.429901      0.00
53275   0.00100343       5    3920       166.73648      -77.328590      8.41
53297  1.03840e-06       5    3761       166.51283      -77.412849     86.68
53304  0.000939363       5    3839       166.98100      -77.401718      0.00
53325   0.00317599       5    5825       166.37501      -77.457695     24.00
53335   0.00140768       5    3933       166.68156      -77.435730      6.23
53355  0.000328896       5    3702       166.70462      -77.320801      6.08
53356  0.000718018       5    3735       166.96909      -77.401840      0.00
53364   0.00124064       5    3882       166.37175      -77.314224      0.00
53369   0.00190077       5    4048       166.19284      -77.405151      2.95
53380   0.00621577       5    5025       166.35016      -77.376221      3.33
53390    0.0437399       4    6210       166.14340      -77.450989      0.00
53423  0.000468186       5    3848       166.33087      -77.443214     10.77
53441   0.00390807       5    4994       166.91084      -77.404678     12.23
53448   0.00315446       5    6010       166.75058      -77.452805     27.00
53466   0.00300826       5    4699       166.68495      -77.359734     10.66
53467   0.00860325       5    4914       166.19618      -77.333725      0.00
53478  0.000538590       5    3628       166.11264      -77.392372      0.00
53480  0.000700644       5    3673       166.98668      -77.400993      0.00
53487  0.000696092       5    3814       166.19580      -77.472198      0.74
53500   0.00274664       5    4230       166.36720      -77.389763      7.25
53522  0.000870029       5    4094       166.42300      -77.372551     20.32
53527    0.0162584       5    5943       166.17219      -77.318985      0.00
53547  0.000284587       5    3986       166.73451      -77.402153     23.82
53554   0.00612067       5    4461       166.22896      -77.332664      0.39
53565    0.0135801       5    5844       166.38103      -77.385658      0.60
53581    0.0664399       4    6064       166.94893      -77.362213      0.00
53592  0.000447234       5    3670       166.63359      -77.495537      0.00
53603  0.000666866       5    3780       166.94466      -77.299568      0.00
53617   0.00449709       5    4231       166.95204      -77.360634      0.00
53619   0.00413903       5    4383       166.24672      -77.371475      2.97
53639   0.00230592       5    3868       166.97788      -77.308739      0.00
53640   0.00194381       5    3988       166.27443      -77.336266      1.79
53641   0.00167180       5    4051       167.07958      -77.433540      0.00
53652  0.000379408       5    3732       166.36868      -77.330818      8.64
53665   0.00135427       5    3923       167.05525      -77.485260      0.00
53669   0.00338145       5    4090       166.97400      -77.413155      0.00
53673   0.00667420       5    4521       167.03969      -77.422752      0.00
53687  0.000361214       5    3598       166.47288      -77.442886      9.30
53704  0.000469144       5    3905       166.93684      -77.301529      0.00
53711  0.000480546       5    3720       166.85641      -77.323853      0.00
53713  0.000797807       5    3683       166.80002      -77.318535      0.00
53731   0.00277587       5    4148       166.95575      -77.310074      0.00
53735   0.00603550       5    4725       166.67600      -77.315674      0.00
53736   0.00631002       5    4868       166.15263      -77.457817      0.32
53743    0.0207742       5    6084       166.10722      -77.397041      0.00
53744    0.0257706       5    6110       166.75964      -77.315239      0.00
53749  0.000865162       5    3730       166.26469      -77.290527      0.00
53750  0.000933493       5    3844       166.81024      -77.304977      0.00
53764  0.000712481       5    3678       166.14455      -77.369896      1.14
53770  2.32304e-06       5    3846       166.51775      -77.410973     79.79
53793    0.0117713       5    5446       167.04547      -77.393288      0.00
53807   0.00769512       5    4874       166.60135      -77.458817      1.54
53811   0.00188316       4    6135       166.38164      -77.442101     46.50
53817  0.000137096       5    3662       166.58048      -77.375809     21.24
53866  0.000599527       5    4086       166.19076      -77.397774      3.63
53874  0.000222979       5    3745       166.75030      -77.416885     11.24
53878  0.000962302       5    3786       166.97084      -77.387550      0.00
53916    0.0137044       5    5724       166.16389      -77.344887      0.14
53924  9.20775e-05       5    3667       166.74341      -77.355499     24.09
53931   0.00108771       5    3777       166.75653      -77.292725      0.00
53941   0.00122820       5    4013       166.10597      -77.450630      0.00
53944   0.00214500       5    4096       166.13875      -77.294617      0.00
53946   0.00406510       5    4316       166.92854      -77.321396      0.00
53961  0.000469151       5    6144       166.77434      -77.365799     59.95
53979   0.00214865       4    6051       166.62354      -77.388992     40.53
53985   0.00316454       5    4408       166.89636      -77.335709      0.00
53999   0.00107178       5    3900       166.86417      -77.490395      0.00
54016   0.00175122       5    4826       166.69215      -77.414993     15.93
54026    0.0202802       5    5978       166.39677      -77.301994      0.00
54049  0.000713155       5    3977       166.40234      -77.357635      3.29
54064   0.00729997       5    5110       166.22411      -77.479347      0.29
54074  0.000483897       5    3550       166.36508      -77.358597      5.05
54075   0.00107710       5    3707       166.24033      -77.387634      4.51
54095  0.000579205       5    3766       166.13716      -77.404892      0.14
